Year,Season,Data Type,Value
2016,JJA,"Rain (Total, Australia)",38.86742697287502
2016,JJA,"Rain (Total, Ravenswood)",31.5051196332917
2016,JJA,"Temp (5-Day Avg Max, Australia)",28.057199556543413
2016,JJA,"Temp (5-Day Avg Max, Ravenswood)",29.960797119140626
2016,JJA,"Temp (Average, Australia)",15.987568656067216
2016,JJA,"Temp (Average, Ravenswood)",18.540648087211277
2016,JJA,"Temp (Avg Max, Australia)",21.26190813104073
2016,JJA,"Temp (Avg Max, Ravenswood)",24.2535864788553
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Max Day, Australia)",28.735848091585346
2016,JJA,"Temp (Max Day, Ravenswood)",30.609039306640625
2016,JJA,"Wind (95th Percentile, Australia)",5.824766736269489
2016,JJA,"Wind (95th Percentile, Ravenswood)",5.634238052368165
2016,JJA,"Wind (Average, Australia)",4.19618635698718
2016,JJA,"Wind (Average, Ravenswood)",3.0479095293127973
2016,JJA,"Wind (Max Day, Australia)",6.849731115794485
2016,JJA,"Wind (Max Day, Ravenswood)",6.600730895996094
2016,MAM,"Rain (CDD, Australia)",9.0
2016,MAM,"Rain (CDD, Ravenswood)",24.0
2016,MAM,"Rain (Max 5-Day, Australia)",19.957422581692654
2016,MAM,"Rain (Max 5-Day, Ravenswood)",68.22219610214233
2016,MAM,"Rain (Max Day, Australia)",5.494514022374863
2016,MAM,"Rain (Max Day, Ravenswood)",27.9515438079834
2016,MAM,"Rain (Min 5-Day, Australia)",0.6457384756516676
2016,MAM,"Rain (Min 5-Day, Ravenswood)",0.02327865215244493
2016,MAM,"Rain (Min Day, Australia)",0.05280349785829154
2016,MAM,"Rain (Min Day, Ravenswood)",1.6058585017297844e-10
2016,MAM,"Rain (R10mm, Australia)",0.0
2016,MAM,"Rain (R10mm, Ravenswood)",5.0
2016,MAM,"Rain (R20mm, Australia)",0.0
2016,MAM,"Rain (R20mm, Ravenswood)",2.0
2016,MAM,"Rain (Total, Australia)",157.41196206949311
2016,MAM,"Rain (Total, Ravenswood)",153.47783538791128
2016,MAM,"Temp (5-Day Avg Max, Australia)",36.85894167879446
2016,MAM,"Temp (5-Day Avg Max, Ravenswood)",35.99692993164062
2016,MAM,"Temp (Average, Australia)",24.132232244932226
2016,MAM,"Temp (Average, Ravenswood)",25.63163558296535
2016,MAM,"Temp (Avg Max, Australia)",28.854064281176033
2016,MAM,"Temp (Avg Max, Ravenswood)",30.52326368248981
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",1.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,MAM,"Temp (Max Day, Australia)",37.26342007964902
2016,MAM,"Temp (Max Day, Ravenswood)",38.004302978515625
2016,MAM,"Wind (95th Percentile, Australia)",5.297092638416712
2016,MAM,"Wind (95th Percentile, Ravenswood)",5.11452751159668
2016,MAM,"Wind (Average, Australia)",4.202088506709374
2016,MAM,"Wind (Average, Ravenswood)",3.235689992490022
2016,MAM,"Wind (Max Day, Australia)",6.160541403320215
2016,MAM,"Wind (Max Day, Ravenswood)",5.9688262939453125
2016,SON,"Rain (CDD, Australia)",28.0
2016,SON,"Rain (CDD, Ravenswood)",29.0
2016,SON,"Rain (Max 5-Day, Australia)",17.092708575021465
2016,SON,"Rain (Max 5-Day, Ravenswood)",15.503089057281613
2016,SON,"Rain (Max Day, Australia)",4.551855985880011
2016,SON,"Rain (Max Day, Ravenswood)",9.587384223937988
2016,SON,"Rain (Min 5-Day, Australia)",0.26756480118644593
2016,SON,"Rain (Min 5-Day, Ravenswood)",0.005507090915638058
2016,SON,"Rain (Min Day, Australia)",0.020366364606653867
2016,SON,"Rain (Min Day, Ravenswood)",0.0
2016,SON,"Rain (R10mm, Australia)",0.0
2016,SON,"Rain (R10mm, Ravenswood)",0.0
2016,SON,"Rain (R20mm, Australia)",0.0
2016,SON,"Rain (R20mm, Ravenswood)",0.0
2016,SON,"Rain (Total, Australia)",69.99134517523242
2016,SON,"Rain (Total, Ravenswood)",42.40298498836739
2016,SON,"Temp (5-Day Avg Max, Australia)",36.92864582996086
2016,SON,"Temp (5-Day Avg Max, Ravenswood)",37.239068603515626
2016,SON,"Temp (Average, Australia)",24.76127463451362
2016,SON,"Temp (Average, Ravenswood)",25.60333017202524
2016,SON,"Temp (Avg Max, Australia)",30.72464703192994
2016,SON,"Temp (Avg Max, Ravenswood)",31.809414371029362
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",1.0
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",2.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,SON,"Temp (Max Day, Australia)",37.77518816863236
2016,SON,"Temp (Max Day, Ravenswood)",39.972564697265625
2016,SON,"Wind (95th Percentile, Australia)",5.615041371546777
2016,SON,"Wind (95th Percentile, Ravenswood)",5.122520446777344
2016,SON,"Wind (Average, Australia)",4.507758548268737
2016,SON,"Wind (Average, Ravenswood)",3.3121441851605424
2016,SON,"Wind (Max Day, Australia)",6.403541411595485
2016,SON,"Wind (Max Day, Ravenswood)",6.005943298339844
2017,Annual,"Rain (CDD, Australia)",55.0
2017,Annual,"Rain (CDD, Ravenswood)",44.0
2017,Annual,"Rain (Max 5-Day, Australia)",34.776963526496075
2017,Annual,"Rain (Max 5-Day, Ravenswood)",92.12590217590332
2017,Annual,"Rain (Max Day, Australia)",8.921885340284948
2017,Annual,"Rain (Max Day, Ravenswood)",47.76750946044922
2017,Annual,"Rain (Min 5-Day, Australia)",0.04864700198543327
2017,Annual,"Rain (Min 5-Day, Ravenswood)",0.0010798131922372736
2017,Annual,"Rain (Min Day, Australia)",0.006224609973414609
2017,Annual,"Rain (Min Day, Ravenswood)",0.0
2017,Annual,"Rain (R10mm, Australia)",0.0
2017,Annual,"Rain (R10mm, Ravenswood)",19.0
2017,Annual,"Rain (R20mm, Australia)",0.0
2017,Annual,"Rain (R20mm, Ravenswood)",8.0
2017,Annual,"Rain (Total, Australia)",459.17297363291124
2017,Annual,"Rain (Total, Ravenswood)",709.9602800698708
2017,Annual,"Temp (5-Day Avg Max, Australia)",38.51118760619277
2017,Annual,"Temp (5-Day Avg Max, Ravenswood)",38.84273071289063
2017,Annual,"Temp (Average, Australia)",23.39416607594182
2017,Annual,"Temp (Average, Ravenswood)",23.60719186443172
2017,Annual,"Temp (Avg Max, Australia)",28.68613289419169
2017,Annual,"Temp (Avg Max, Ravenswood)",28.738570289089257
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",9.0
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",6.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2017,Annual,"Temp (Max Day, Australia)",39.0990140747287
2017,Annual,"Temp (Max Day, Ravenswood)",39.065093994140625
2017,Annual,"Wind (95th Percentile, Australia)",5.978697810525936
2017,Annual,"Wind (95th Percentile, Ravenswood)",5.643061828613281
2017,Annual,"Wind (Average, Australia)",4.466405444292101
2017,Annual,"Wind (Average, Ravenswood)",3.625739967659728
2017,Annual,"Wind (Max Day, Australia)",6.922487916003679
2017,Annual,"Wind (Max Day, Ravenswood)",6.4092559814453125
2017,DJF,"Rain (CDD, Australia)",5.0
2017,DJF,"Rain (CDD, Ravenswood)",13.0
2017,DJF,"Rain (Max 5-Day, Australia)",34.776963526496075
2017,DJF,"Rain (Max 5-Day, Ravenswood)",68.85326862335205
2017,DJF,"Rain (Max Day, Australia)",8.921885340284948
2017,DJF,"Rain (Max Day, Ravenswood)",47.76750946044922
2017,DJF,"Rain (Min 5-Day, Australia)",1.659334047366151
2017,DJF,"Rain (Min 5-Day, Ravenswood)",0.0689842935607885
2017,DJF,"Rain (Min Day, Australia)",0.3814313698416906
2017,DJF,"Rain (Min Day, Ravenswood)",2.681279875105247e-05
2017,DJF,"Rain (R10mm, Australia)",0.0
2017,DJF,"Rain (R10mm, Ravenswood)",4.0
2017,DJF,"Rain (R20mm, Australia)",0.0
2017,DJF,"Rain (R20mm, Ravenswood)",3.0
2017,DJF,"Rain (Total, Australia)",244.07311684751326
2017,DJF,"Rain (Total, Ravenswood)",223.29557634097
2017,DJF,"Temp (5-Day Avg Max, Australia)",38.51118760619277
2017,DJF,"Temp (5-Day Avg Max, Ravenswood)",39.15986938476563
2017,DJF,"Temp (Average, Australia)",29.56110132310158
2017,DJF,"Temp (Average, Ravenswood)",29.17186754014757
2017,DJF,"Temp (Avg Max, Australia)",34.93902837458189
2017,DJF,"Temp (Avg Max, Ravenswood)",34.65621541341146
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",14.0
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",16.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",4.0
2017,DJF,"Temp (Max Day, Australia)",39.0990140747287
2017,DJF,"Temp (Max Day, Ravenswood)",41.766021728515625
2017,DJF,"Wind (95th Percentile, Australia)",6.2467201322040555
2017,DJF,"Wind (95th Percentile, Ravenswood)",5.434044647216797
2017,DJF,"Wind (Average, Australia)",4.884870187128474
2017,DJF,"Wind (Average, Ravenswood)",4.17657241821289
2017,DJF,"Wind (Max Day, Australia)",6.922487916003679
2017,DJF,"Wind (Max Day, Ravenswood)",5.745758056640625
2017,JJA,"Rain (CDD, Australia)",26.0
2017,JJA,"Rain (CDD, Ravenswood)",15.0
2017,JJA,"Rain (Max 5-Day, Australia)",15.681397319782125
2017,JJA,"Rain (Max 5-Day, Ravenswood)",56.45489966869354
2017,JJA,"Rain (Max Day, Australia)",5.51155816236211
2017,JJA,"Rain (Max Day, Ravenswood)",24.5302791595459
2017,JJA,"Rain (Min 5-Day, Australia)",0.35488651266192855
2017,JJA,"Rain (Min 5-Day, Ravenswood)",0.030222576955566183
2017,JJA,"Rain (Min Day, Australia)",0.03206282686354747
2017,JJA,"Rain (Min Day, Ravenswood)",0.0
2017,JJA,"Rain (R10mm, Australia)",0.0
2017,JJA,"Rain (R10mm, Ravenswood)",4.0
2017,JJA,"Rain (R20mm, Australia)",0.0
2017,JJA,"Rain (R20mm, Ravenswood)",1.0
2017,JJA,"Rain (Total, Australia)",71.95962072861467
2017,JJA,"Rain (Total, Ravenswood)",129.7255124569581
2017,JJA,"Temp (5-Day Avg Max, Australia)",24.805336159004085
2017,JJA,"Temp (5-Day Avg Max, Ravenswood)",26.381353759765624
2017,JJA,"Temp (Average, Australia)",15.630198220437387
2017,JJA,"Temp (Average, Ravenswood)",18.262715215268344
2017,JJA,"Temp (Avg Max, Australia)",20.55881042994784
2017,JJA,"Temp (Avg Max, Ravenswood)",23.07317186438519
2017,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2017,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2017,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2017,JJA,"Temp (Max Day, Australia)",25.325097626548295
