Year,Season,Data Type,Value
2015,DJF,"Rain (R10mm, Ravenswood)",7.0
2015,DJF,"Rain (R20mm, Australia)",0.0
2015,DJF,"Rain (R20mm, Ravenswood)",2.0
2015,DJF,"Rain (Total, Australia)",165.8516894111521
2015,DJF,"Rain (Total, Ravenswood)",232.63705829469836
2015,DJF,"Temp (5-Day Avg Max, Australia)",38.59351449290055
2015,DJF,"Temp (5-Day Avg Max, Ravenswood)",35.11851196289062
2015,DJF,"Temp (Average, Australia)",29.779107083347387
2015,DJF,"Temp (Average, Ravenswood)",27.423062082064355
2015,DJF,"Temp (Avg Max, Australia)",35.003367204943274
2015,DJF,"Temp (Avg Max, Ravenswood)",32.38164921130164
2015,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",7.0
2015,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,DJF,"Temp (Max Day, Australia)",39.296248870730864
2015,DJF,"Temp (Max Day, Ravenswood)",36.985015869140625
2015,DJF,"Wind (95th Percentile, Australia)",5.672393110869608
2015,DJF,"Wind (95th Percentile, Ravenswood)",5.616616058349609
2015,DJF,"Wind (Average, Australia)",4.762574631010769
2015,DJF,"Wind (Average, Ravenswood)",4.436451669466698
2015,DJF,"Wind (Max Day, Australia)",6.299274255752113
2015,DJF,"Wind (Max Day, Ravenswood)",6.026390075683594
2015,JJA,"Humidity (Average, Ravenswood)",96.12136529906367
2015,JJA,"Humidity (Average, Ravenswood)",0.10065989762468015
2015,JJA,"Rain (CDD, Australia)",23.0
2015,JJA,"Rain (CDD, Ravenswood)",33.0
2015,JJA,"Rain (Max 5-Day, Australia)",14.831286570455147
2015,JJA,"Rain (Max 5-Day, Ravenswood)",87.58166790008545
2015,JJA,"Rain (Max Day, Australia)",4.7274623417007575
2015,JJA,"Rain (Max Day, Ravenswood)",39.29383087158203
2015,JJA,"Rain (Min 5-Day, Australia)",0.8098484988944307
2015,JJA,"Rain (Min 5-Day, Ravenswood)",0.08549019554629922
2015,JJA,"Rain (Min Day, Australia)",0.07298627586746022
2015,JJA,"Rain (Min Day, Ravenswood)",1.0829571692738682e-06
2015,JJA,"Rain (R10mm, Australia)",0.0
2015,JJA,"Rain (R10mm, Ravenswood)",5.0
2015,JJA,"Rain (R20mm, Australia)",0.0
2015,JJA,"Rain (R20mm, Ravenswood)",1.0
2015,JJA,"Rain (Total, Australia)",73.54787179091369
2015,JJA,"Rain (Total, Ravenswood)",152.53611482942142
2015,JJA,"Temp (5-Day Avg Max, Australia)",23.149351253821884
2015,JJA,"Temp (5-Day Avg Max, Ravenswood)",28.746978759765625
2015,JJA,"Temp (Average, Australia)",15.280707402239013
2015,JJA,"Temp (Average, Ravenswood)",18.118823507557746
2015,JJA,"Temp (Avg Max, Australia)",20.053785489655148
2015,JJA,"Temp (Avg Max, Ravenswood)",22.769877558169156
2015,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,JJA,"Temp (Max Day, Australia)",24.980799585698687
2015,JJA,"Temp (Max Day, Ravenswood)",30.662017822265625
2015,JJA,"Wind (95th Percentile, Australia)",5.244001795368912
2015,JJA,"Wind (95th Percentile, Ravenswood)",4.701340103149415
2015,JJA,"Wind (Average, Australia)",3.970330762227233
2015,JJA,"Wind (Average, Ravenswood)",2.8903411367665166
2015,JJA,"Wind (Max Day, Australia)",5.853945465458914
2015,JJA,"Wind (Max Day, Ravenswood)",6.600730895996094
2015,MAM,"Humidity (Average, Ravenswood)",75.82475582173801
2015,MAM,"Humidity (Average, Ravenswood)",0.8098332558808272
2015,MAM,"Rain (CDD, Australia)",12.0
2015,MAM,"Rain (CDD, Ravenswood)",20.0
2015,MAM,"Rain (Max 5-Day, Australia)",24.956628097826353
2015,MAM,"Rain (Max 5-Day, Ravenswood)",122.98295211791992
2015,MAM,"Rain (Max Day, Australia)",6.847409261299783
2015,MAM,"Rain (Max Day, Ravenswood)",21.115455627441406
2015,MAM,"Rain (Min 5-Day, Australia)",0.5618700643332355
2015,MAM,"Rain (Min 5-Day, Ravenswood)",0.02191246649636014
2015,MAM,"Rain (Min Day, Australia)",0.05468174869442744
2015,MAM,"Rain (Min Day, Ravenswood)",0.0
2015,MAM,"Rain (R10mm, Australia)",0.0
2015,MAM,"Rain (R10mm, Ravenswood)",3.0
2015,MAM,"Rain (R20mm, Australia)",0.0
2015,MAM,"Rain (R20mm, Ravenswood)",1.0
2015,MAM,"Rain (Total, Australia)",138.6344799990517
2015,MAM,"Rain (Total, Ravenswood)",157.37777782533703
2015,MAM,"Temp (5-Day Avg Max, Australia)",34.19413384551389
2015,MAM,"Temp (5-Day Avg Max, Ravenswood)",36.587701416015626
2015,MAM,"Temp (Average, Australia)",22.775141924647365
2015,MAM,"Temp (Average, Ravenswood)",24.49457715905231
2015,MAM,"Temp (Avg Max, Australia)",27.46575697949806
2015,MAM,"Temp (Avg Max, Ravenswood)",28.873016357421875
2015,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",2.0
2015,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,MAM,"Temp (Max Day, Australia)",34.625333643747496
2015,MAM,"Temp (Max Day, Ravenswood)",39.515045166015625
2015,MAM,"Wind (95th Percentile, Australia)",5.644220250639182
2015,MAM,"Wind (95th Percentile, Ravenswood)",5.8722167968750005
2015,MAM,"Wind (Average, Australia)",4.405829383342001
2015,MAM,"Wind (Average, Ravenswood)",3.6115963148034136
2015,MAM,"Wind (Max Day, Australia)",6.116395014995781
2015,MAM,"Wind (Max Day, Ravenswood)",7.529541015625
2015,SON,"Humidity (Average, Ravenswood)",72.10824326995782
2015,SON,"Humidity (Average, Ravenswood)",0.9050136142843687
2015,SON,"Rain (CDD, Australia)",29.0
2015,SON,"Rain (CDD, Ravenswood)",59.0
2015,SON,"Rain (Max 5-Day, Australia)",13.323257574421369
2015,SON,"Rain (Max 5-Day, Ravenswood)",15.884636878967285
2015,SON,"Rain (Max Day, Australia)",4.174155802785171
2015,SON,"Rain (Max Day, Ravenswood)",9.340409278869629
2015,SON,"Rain (Min 5-Day, Australia)",0.25461619795806106
2015,SON,"Rain (Min 5-Day, Ravenswood)",0.08591359038837254
2015,SON,"Rain (Min Day, Australia)",0.03276911460600903
2015,SON,"Rain (Min Day, Ravenswood)",0.0
2015,SON,"Rain (R10mm, Australia)",0.0
2015,SON,"Rain (R10mm, Ravenswood)",0.0
2015,SON,"Rain (R20mm, Australia)",0.0
2015,SON,"Rain (R20mm, Ravenswood)",0.0
2015,SON,"Rain (Total, Australia)",65.98294697697705
2015,SON,"Rain (Total, Ravenswood)",38.16391859510678
2015,SON,"Temp (5-Day Avg Max, Australia)",35.11697909664893
2015,SON,"Temp (5-Day Avg Max, Ravenswood)",35.474176025390626
2015,SON,"Temp (Average, Australia)",24.02659329419901
2015,SON,"Temp (Average, Ravenswood)",24.58461182982057
2015,SON,"Temp (Avg Max, Australia)",29.720317105039328
2015,SON,"Temp (Avg Max, Ravenswood)",30.588040530026614
2015,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,SON,"Temp (Max Day, Australia)",36.21181712743191
2015,SON,"Temp (Max Day, Ravenswood)",36.988922119140625
2015,SON,"Wind (95th Percentile, Australia)",5.895213590538326
2015,SON,"Wind (95th Percentile, Ravenswood)",5.089611053466797
2015,SON,"Wind (Average, Australia)",4.621934226608171
2015,SON,"Wind (Average, Ravenswood)",3.663019285097227
2015,SON,"Wind (Max Day, Australia)",6.801108163471193
2015,SON,"Wind (Max Day, Ravenswood)",5.537895202636719
2016,Annual,"Humidity (Average, Ravenswood)",80.37266371679374
2016,Annual,"Humidity (Average, Ravenswood)",0.6519198890673914
2016,Annual,"Rain (CDD, Australia)",42.0
2016,Annual,"Rain (CDD, Ravenswood)",39.0
2016,Annual,"Rain (Max 5-Day, Australia)",38.417950094407495
2016,Annual,"Rain (Max 5-Day, Ravenswood)",192.29119873046875
2016,Annual,"Rain (Max Day, Australia)",9.711768250548653
2016,Annual,"Rain (Max Day, Ravenswood)",84.9706039428711
2016,Annual,"Rain (Min 5-Day, Australia)",0.5400253933588017
2016,Annual,"Rain (Min 5-Day, Ravenswood)",0.007293109321579561
2016,Annual,"Rain (Min Day, Australia)",0.04435316100986975
2016,Annual,"Rain (Min Day, Ravenswood)",0.0
2016,Annual,"Rain (R10mm, Australia)",0.0
2016,Annual,"Rain (R10mm, Ravenswood)",26.0
2016,Annual,"Rain (R20mm, Australia)",0.0
2016,Annual,"Rain (R20mm, Ravenswood)",12.0
2016,Annual,"Rain (Total, Australia)",495.12239023637346
2016,Annual,"Rain (Total, Ravenswood)",993.2222890770604
2016,Annual,"Temp (5-Day Avg Max, Australia)",39.20935894734896
2016,Annual,"Temp (5-Day Avg Max, Ravenswood)",39.277886962890626
2016,Annual,"Temp (Average, Australia)",23.219877748538998
2016,Annual,"Temp (Average, Ravenswood)",23.032408500629696
2016,Annual,"Temp (Avg Max, Australia)",28.435454030801974
2016,Annual,"Temp (Avg Max, Ravenswood)",27.992377442740352
2016,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",11.0
2016,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",9.0
2016,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,Annual,"Temp (Max Day, Australia)",40.00916502477148
2016,Annual,"Temp (Max Day, Ravenswood)",40.149810791015625
2016,Annual,"Wind (95th Percentile, Australia)",5.544207278865873
2016,Annual,"Wind (95th Percentile, Ravenswood)",5.744844436645508
2016,Annual,"Wind (Average, Australia)",4.420854203428752
2016,Annual,"Wind (Average, Ravenswood)",3.51979963375571
2016,Annual,"Wind (Max Day, Australia)",7.0285200493188835
2016,Annual,"Wind (Max Day, Ravenswood)",7.846656799316406
2016,DJF,"Humidity (Average, Ravenswood)",69.78511324844774
2016,DJF,"Humidity (Average, Ravenswood)",1.034993218550185
2016,DJF,"Rain (CDD, Australia)",11.0
2016,DJF,"Rain (CDD, Ravenswood)",9.0
2016,DJF,"Rain (Max 5-Day, Australia)",38.417950094407495
2016,DJF,"Rain (Max 5-Day, Ravenswood)",192.29119873046875
2016,DJF,"Rain (Max Day, Australia)",9.711768250548653
2016,DJF,"Rain (Max Day, Ravenswood)",84.9706039428711
2016,DJF,"Rain (Min 5-Day, Australia)",0.8689348706714571
2016,DJF,"Rain (Min 5-Day, Ravenswood)",0.2751308958977461
2016,DJF,"Rain (Min Day, Australia)",0.09003329398652911
2016,DJF,"Rain (Min Day, Ravenswood)",0.023336483165621758
2016,DJF,"Rain (R10mm, Australia)",0.0
2016,DJF,"Rain (R10mm, Ravenswood)",17.0
2016,DJF,"Rain (R20mm, Australia)",0.0
2016,DJF,"Rain (R20mm, Ravenswood)",9.0
2016,DJF,"Rain (Total, Australia)",294.61086834736676
2016,DJF,"Rain (Total, Ravenswood)",634.1092850714922
2016,DJF,"Temp (5-Day Avg Max, Australia)",37.01894168530008
2016,DJF,"Temp (5-Day Avg Max, Ravenswood)",33.53706665039063
2016,DJF,"Temp (Average, Australia)",28.821972789071772
2016,DJF,"Temp (Average, Ravenswood)",26.078339293762877
2016,DJF,"Temp (Avg Max, Australia)",33.85361520415003
2016,DJF,"Temp (Avg Max, Ravenswood)",30.088622711516997
2016,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",1.0
2016,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,DJF,"Temp (Max Day, Australia)",37.47984481430377
2016,DJF,"Temp (Max Day, Ravenswood)",36.110015869140625
2016,DJF,"Wind (95th Percentile, Australia)",5.817137069259588
2016,DJF,"Wind (95th Percentile, Ravenswood)",5.908565521240234
2016,DJF,"Wind (Average, Australia)",4.807077979558116
2016,DJF,"Wind (Average, Ravenswood)",3.8086810269198574
2016,DJF,"Wind (Max Day, Australia)",7.0285200493188835
2016,DJF,"Wind (Max Day, Ravenswood)",6.4185791015625
2016,JJA,"Humidity (Average, Ravenswood)",96.23842953476559
2016,JJA,"Humidity (Average, Ravenswood)",0.0932761227951738
2016,JJA,"Rain (CDD, Australia)",42.0
2016,JJA,"Rain (CDD, Ravenswood)",39.0
2016,JJA,"Rain (Max 5-Day, Australia)",5.153393375362702
2016,JJA,"Rain (Max 5-Day, Ravenswood)",11.60731141269207
2016,JJA,"Rain (Max Day, Australia)",2.5193236074120215
2016,JJA,"Rain (Max Day, Ravenswood)",9.95400619506836
2016,JJA,"Rain (Min 5-Day, Australia)",0.5400253933588017
2016,JJA,"Rain (Min 5-Day, Ravenswood)",0.009711688211609726
2016,JJA,"Rain (Min Day, Australia)",0.045601788162781945
2016,JJA,"Rain (Min Day, Ravenswood)",0.0
2016,JJA,"Rain (R10mm, Australia)",0.0
2016,JJA,"Rain (R10mm, Ravenswood)",0.0
2016,JJA,"Rain (R20mm, Australia)",0.0
2016,JJA,"Rain (R20mm, Ravenswood)",0.0
2016,JJA,"Rain (Total, Australia)",34.53702928968018
2016,JJA,"Rain (Total, Ravenswood)",25.005888571792113
2016,JJA,"Temp (5-Day Avg Max, Australia)",24.544701066605445
2016,JJA,"Temp (5-Day Avg Max, Ravenswood)",27.413970947265625
2016,JJA,"Temp (Average, Australia)",16.04774274511724
2016,JJA,"Temp (Average, Ravenswood)",18.21639218537704
2016,JJA,"Temp (Avg Max, Australia)",21.30884132499144
2016,JJA,"Temp (Avg Max, Ravenswood)",23.804797628651496
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Max Day, Australia)",26.067887273052193
2016,JJA,"Temp (Max Day, Ravenswood)",28.936187744140625
2016,JJA,"Wind (95th Percentile, Australia)",5.416128262032906
2016,JJA,"Wind (95th Percentile, Ravenswood)",4.912210845947266
2016,JJA,"Wind (Average, Australia)",4.125344859235139
2016,JJA,"Wind (Average, Ravenswood)",2.77447567815366
2016,JJA,"Wind (Max Day, Australia)",5.916259821106803
2016,JJA,"Wind (Max Day, Ravenswood)",6.064888000488281
2016,MAM,"Humidity (Average, Ravenswood)",80.35766910418049
2016,MAM,"Humidity (Average, Ravenswood)",0.5914085056601046
2016,MAM,"Rain (CDD, Australia)",24.0
2016,MAM,"Rain (CDD, Ravenswood)",38.0
2016,MAM,"Rain (Max 5-Day, Australia)",19.721165092143593
2016,MAM,"Rain (Max 5-Day, Ravenswood)",161.9446611404419
2016,MAM,"Rain (Max Day, Australia)",5.703762872755797
2016,MAM,"Rain (Max Day, Ravenswood)",68.58792877197266
2016,MAM,"Rain (Min 5-Day, Australia)",0.7900554348498945
2016,MAM,"Rain (Min 5-Day, Ravenswood)",0.2188118901103735
2016,MAM,"Rain (Min Day, Australia)",0.04435316100986975
2016,MAM,"Rain (Min Day, Ravenswood)",0.0011460776440799236
2016,MAM,"Rain (R10mm, Australia)",0.0
2016,MAM,"Rain (R10mm, Ravenswood)",2.0
2016,MAM,"Rain (R20mm, Australia)",0.0
2016,MAM,"Rain (R20mm, Ravenswood)",1.0
2016,MAM,"Rain (Total, Australia)",108.48576055374112
2016,MAM,"Rain (Total, Ravenswood)",142.38352562347427
2016,MAM,"Temp (5-Day Avg Max, Australia)",33.0330543950011
2016,MAM,"Temp (5-Day Avg Max, Ravenswood)",30.444488525390625
2016,MAM,"Temp (Average, Australia)",23.72755946492746
2016,MAM,"Temp (Average, Ravenswood)",23.38844232973845
2016,MAM,"Temp (Avg Max, Australia)",28.67760755193384
2016,MAM,"Temp (Avg Max, Ravenswood)",27.822795038637906
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,MAM,"Temp (Max Day, Australia)",33.20440950830197
2016,MAM,"Temp (Max Day, Ravenswood)",32.440582275390625
2016,MAM,"Wind (95th Percentile, Australia)",5.412289715749489
2016,MAM,"Wind (95th Percentile, Ravenswood)",6.4885406494140625
2016,MAM,"Wind (Average, Australia)",4.220827818598858
2016,MAM,"Wind (Average, Ravenswood)",4.085844620414402
2016,MAM,"Wind (Max Day, Australia)",6.158055091366287
2016,MAM,"Wind (Max Day, Ravenswood)",7.846656799316406
2016,SON,"Humidity (Average, Ravenswood)",78.40226923632548
2016,SON,"Humidity (Average, Ravenswood)",0.6856234882174718
2016,SON,"Rain (CDD, Australia)",12.0
2016,SON,"Rain (CDD, Ravenswood)",17.0
2016,SON,"Rain (Max 5-Day, Australia)",13.426918072286366
2016,SON,"Rain (Max 5-Day, Ravenswood)",85.41985603421926
2016,SON,"Rain (Max Day, Australia)",4.67213762399747
2016,SON,"Rain (Max Day, Ravenswood)",47.39480972290039
2016,SON,"Rain (Min 5-Day, Australia)",0.8822500933406405
2016,SON,"Rain (Min 5-Day, Ravenswood)",0.048639026308986644
2016,SON,"Rain (Min Day, Australia)",0.09174728940910609
2016,SON,"Rain (Min Day, Ravenswood)",0.0
2016,SON,"Rain (R10mm, Australia)",0.0
2016,SON,"Rain (R10mm, Ravenswood)",9.0
2016,SON,"Rain (R20mm, Australia)",0.0
2016,SON,"Rain (R20mm, Ravenswood)",3.0
2016,SON,"Rain (Total, Australia)",121.11560229247704
2016,SON,"Rain (Total, Ravenswood)",288.2489658118706
2016,SON,"Temp (5-Day Avg Max, Australia)",34.16763414303311
2016,SON,"Temp (5-Day Avg Max, Ravenswood)",35.30576782226562
2016,SON,"Temp (Average, Australia)",23.941228223493802
2016,SON,"Temp (Average, Ravenswood)",23.62867250547304
2016,SON,"Temp (Avg Max, Australia)",29.32747845503353
2016,SON,"Temp (Avg Max, Ravenswood)",28.8951908991887
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,SON,"Temp (Max Day, Australia)",34.69678428203288
2016,SON,"Temp (Max Day, Ravenswood)",36.275543212890625
2016,SON,"Wind (95th Percentile, Australia)",5.484803892572716
2016,SON,"Wind (95th Percentile, Ravenswood)",5.560264587402344
2016,SON,"Wind (Average, Australia)",4.576877366745865
2016,SON,"Wind (Average, Ravenswood)",3.5320459722162605
2016,SON,"Wind (Max Day, Australia)",5.711171144862231
2016,SON,"Wind (Max Day, Ravenswood)",6.639923095703125
2017,Annual,"Humidity (Average, Ravenswood)",76.83622562315655
2017,Annual,"Humidity (Average, Ravenswood)",0.8270293492147541
2017,Annual,"Rain (CDD, Australia)",31.0
2017,Annual,"Rain (CDD, Ravenswood)",54.0
2017,Annual,"Rain (Max 5-Day, Australia)",46.12443442177223
2017,Annual,"Rain (Max 5-Day, Ravenswood)",76.74823093414307
2017,Annual,"Rain (Max Day, Australia)",11.966134471348864
2017,Annual,"Rain (Max Day, Ravenswood)",43.751075744628906
2017,Annual,"Rain (Min 5-Day, Australia)",0.47204667148518864
2017,Annual,"Rain (Min 5-Day, Ravenswood)",0.0005285443621687591
2017,Annual,"Rain (Min Day, Australia)",0.04057309353389822
2017,Annual,"Rain (Min Day, Ravenswood)",0.0
2017,Annual,"Rain (R10mm, Australia)",4.0
2017,Annual,"Rain (R10mm, Ravenswood)",19.0
2017,Annual,"Rain (R20mm, Australia)",0.0
2017,Annual,"Rain (R20mm, Ravenswood)",5.0
2017,Annual,"Rain (Total, Australia)",625.4071053463989
2017,Annual,"Rain (Total, Ravenswood)",681.0012514193929
2017,Annual,"Temp (5-Day Avg Max, Australia)",38.83528500269453
2017,Annual,"Temp (5-Day Avg Max, Ravenswood)",38.66475219726563
2017,Annual,"Temp (Average, Australia)",22.675903842953456
2017,Annual,"Temp (Average, Ravenswood)",23.36552408296768
2017,Annual,"Temp (Avg Max, Australia)",27.672107439979296
2017,Annual,"Temp (Avg Max, Ravenswood)",28.51140379187179
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",18.0
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",9.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",1.0
2017,Annual,"Temp (Max Day, Australia)",39.326939996629605
2017,Annual,"Temp (Max Day, Ravenswood)",41.944976806640625
2017,Annual,"Wind (95th Percentile, Australia)",5.818533653211014
2017,Annual,"Wind (95th Percentile, Ravenswood)",5.657977294921876
2017,Annual,"Wind (Average, Australia)",4.4613627544277
2017,Annual,"Wind (Average, Ravenswood)",3.448710444202162
2017,Annual,"Wind (Max Day, Australia)",6.8652458865994515
2017,Annual,"Wind (Max Day, Ravenswood)",7.020133972167969
2017,DJF,"Humidity (Average, Ravenswood)",59.98467160647524
2017,DJF,"Humidity (Average, Ravenswood)",1.6120702749482698
2017,DJF,"Rain (CDD, Australia)",12.0
2017,DJF,"Rain (CDD, Ravenswood)",16.0
2017,DJF,"Rain (Max 5-Day, Australia)",46.12443442177223
2017,DJF,"Rain (Max 5-Day, Ravenswood)",65.0110535621643
2017,DJF,"Rain (Max Day, Australia)",11.966134471348864
2017,DJF,"Rain (Max Day, Ravenswood)",43.751075744628906
2017,DJF,"Rain (Min 5-Day, Australia)",2.9676769850193816
2017,DJF,"Rain (Min 5-Day, Ravenswood)",0.007293109321579561
2017,DJF,"Rain (Min Day, Australia)",0.40772992176129447
2017,DJF,"Rain (Min Day, Ravenswood)",1.216160505634889e-10
2017,DJF,"Rain (R10mm, Australia)",4.0
2017,DJF,"Rain (R10mm, Ravenswood)",8.0
2017,DJF,"Rain (R20mm, Australia)",0.0
2017,DJF,"Rain (R20mm, Ravenswood)",3.0
2017,DJF,"Rain (Total, Australia)",303.99315143302414
2017,DJF,"Rain (Total, Ravenswood)",288.00422339910506
2017,DJF,"Temp (5-Day Avg Max, Australia)",39.20935894734896
2017,DJF,"Temp (5-Day Avg Max, Ravenswood)",39.277886962890626
2017,DJF,"Temp (Average, Australia)",29.84699316999245
2017,DJF,"Temp (Average, Ravenswood)",28.66017862955729
2017,DJF,"Temp (Avg Max, Australia)",35.1302226471421
2017,DJF,"Temp (Avg Max, Ravenswood)",33.901603868272566
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",25.0
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",14.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",1.0
2017,DJF,"Temp (Max Day, Australia)",40.00916502477148
2017,DJF,"Temp (Max Day, Ravenswood)",41.944976806640625
2017,DJF,"Wind (95th Percentile, Australia)",5.778830031168998
2017,DJF,"Wind (95th Percentile, Ravenswood)",5.846456909179687
2017,DJF,"Wind (Average, Australia)",4.640840679120065
2017,DJF,"Wind (Average, Ravenswood)",3.68693118625217
2017,DJF,"Wind (Max Day, Australia)",6.0258346593550876
2017,DJF,"Wind (Max Day, Ravenswood)",7.020133972167969
2017,JJA,"Humidity (Average, Ravenswood)",98.69065432302781
2017,JJA,"Humidity (Average, Ravenswood)",0.03232589787580522
2017,JJA,"Rain (CDD, Australia)",31.0
2017,JJA,"Rain (CDD, Ravenswood)",28.0
